AAQN001;S;SPECTROSCOPIE RESONANCE MAGNETIQUE CEREB PHOSPHORE
AAQN002; ;SPECTROSCOPIE RÉSONANCE MAGNÉTIQUE CÉRÉB. PROTONIQUE LOC.
AAQN003;S;SPECTROSCOPIE RESONANCE MAGNETIQUE CEREB PROTONIQUE
AAQN004; ;REMNO FCT CERVEAU FCT MOTRICES
AAQN005;S;REMNO FCT CERVEAU FONCTIONS VISUELLES / PHASIQUES
AAQN900; ;REMNO FCT CERVEAU FCT VISUELLES
AAQN901; ;REMNO FCT CERVEAU FCT PHASIQUES
AAQN902; ;SPECTROSCOPIE RÉSONANCE MAGNÉTIQUE CÉRÉB. PROTONIQUE
AAQN903; ;SPECTROSCOPIE RÉSONANCE MAGNÉTIQUE CÉRÉB. PHOSPHORE
AAQP001;S;EEG + MODELISATION SOURCES SUR 32 DERIV
AAQP002; ;EEG CONTINUE AMBULATOIRE SUR 8DÉRIV. PDT AU MOINS/24H
AAQP003; ;SURV. EEG CONTINUE SANS VIDÉO/24H
AAQP004; ;EEG PEROP. SUR 8DÉRIV. < 4H
AAQP005; ;SURV. ECOG PEROP. ACTIVITÉ ENCÉPH. SPONTANÉE +/- PROVOQUÉE
AAQP006; ;EEG 1-4H SUR 8DÉRIV. +VIDÉO
AAQP007; ;EEG SUR 8DÉRIV. +ENREG. 1DURÉE MINIMALE 20MN
AAQP008; ;EEG PEROP. SUR 8DÉRIV. PDT 4H
AAQP009; ;EEG +QUANTIF. SUR 32DÉRIV.
AAQP010; ;EEG LONGUE > 4H SUR 8DÉRIV. +VIDÉO
AAQP011; ;EEG SUR 8DÉRIV. +ENREG. 1DURÉE MINIMALE 20MN AU LIT
AAQP012; ;SURV. EEG CONTINUE +VIDÉO/24H
AAQP013; ;SURV. ECOG CONTINUE +VIDÉO/24H
AAQP900; ;EEG +MODÉLISATION SOURCES SUR 32DÉRIV.
ABCA001; ;KYSTOVENTR.STOM CRANIOT.
ABCA002; ;DÉRIV. PÉRIT/ATRIALE LCS AB. DIRECT
ABCA003; ;DÉRIV. PÉRIT. 1COLLECTION SUBDURALE LCS AB. DIRECT
ABCA004; ;DÉRIV. PÉRIT/ATRIALE KYSTE INTRACRÂN. AB. DIRECT
ABCA005;S;VENTRICULOCISTERNOSTOMIE CRANIOT
ABCB001; ;DÉRIV. EXT. LCS/SUBDURAL TRANSCRÂN.
ABCC001; ;KYSTOVENTR.STOM VIDÉOCHIR INTRACRÂN.
ABCC002;S;VENTRICULOCISTERNOSTOMIE VIDEOCHIR INTRACRAN
ABFA001; ;EXÉRÈSE +/- FERM. MÉNINGOENCÉPHALOCÈLE BASE SANS RAPPROCHT ORBITAIRE
ABFA002; ;EXÉRÈSE LÉS. V3CRANIOT.
ABFA003; ;EXÉRÈSE +/- FERM. MÉNINGOENCÉPHALOCÈLE VOÛTE
ABFA004; ;EXÉRÈSE +/- FERM. MÉNINGOENCÉPHALOCÈLE BASE +RAPPROCHEMENT ORBITAIRE
ABFA005; ;EXÉRÈSE LÉS. 1VENTR. LAT. CÉRÉB. CRANIOT.
ABFA006; ;EXÉRÈSE LÉS. 4E VENTR. CRANIOT.
ABFA007; ;EXÉRÈSE 1FISTULE DERMIQUE +PROLONGT INTRADURAL OCCIPITAL
ABFA008; ;EXÉRÈSE T. TENTE CERVELET CRANIOT. SOUSTENTORIELLE
ABFA009; ;EXÉRÈSE T. INCISURE TENTE CRANIOT. SUSTENTORIELLE
ABFA010; ;EXÉRÈSE T. FAUX CERVEAU CRANIOT.
ABFC001; ;EXÉRÈSE LÉS. V3VIDÉOCHIR INTRACRÂN.
ABFC002; ;EXÉRÈSE LÉS. 1VENTR. LAT. CÉRÉB. VIDÉOCHIR INTRACRÂN.
ABGA001; ;ABL. 1CAPTEUR P.I.C
ABGA002; ;ABL. 1DÉRIV. INT. LCS INTRACRÂN. AB. DIRECT
ABGA003; ;ABL. 1SYST. DIFFUSEUR IMPLANTÉ +CATHÉ. VENTR/INTRAKYSTIQUE CÉRÉB.
ABGA004;S;ABLATION DERIV EXT LCS
ABHB001; ;PCT LCS TRANSCRÂN.
ABHB002; ;PCT LCS/COLLECTION INTRACRÂN. TRANSFONTANEL.
ABJA001; ;ÉVAC. 1HÉMORR. VENTR. CÉRÉB. CRANIOT.
ABJA002; ;ÉVAC. 1HÉMATOME SUBDURAL AIG. CRANIOT.
ABJA003; ;ÉVAC. 1HÉMATOME SUBDURAL CHRON. UNILAT. CRANIOT.
ABJA004; ;ÉVAC. 1HED INFRATENTORIEL CRANIOT.
ABJA005; ;ÉVAC. 1HED SUPRATENTORIEL CRANIOT.
ABJA006; ;ÉVAC. 1HÉMATOME SUBDURAL CHRON. BILAT. CRANIOT.
ABJA007; ;ÉVAC. 1HED PLURIFOCAL SUPRATENTORIEL +/- INFRATENTORIEL CRANIOT.
ABJA008; ;ÉVAC. 1EMPYÈME INTRACRÂN. EXTRACÉRÉBRAL CRANIOT.
ABJB001; ;ÉVAC. LCS +INJ. THÉRAP. TRANSCRÂN.
ABJB002; ;ÉVAC. LCS/COLLECTION INTRACRÂN. TRANSFONTANEL.
ABJC900; ;ÉVAC. 1HÉMORR. VENTR. CÉRÉB. NON TRAUMA VIDÉOCHIRURGIE
ABLA001; ;POSE CATHÉ VENTR/INTRAKYSTIQ CÉRÉB. TRANSCRÂN. +DIFFUSEUR/POMPE SSCUT
ABLB001; ;POSE CATHÉ. VENTR. CÉRÉB. TRANSCRÂN +P.I.C. +TESTS DYNAMIQUES
ABLB002; ;POSE 1CAPTEUR VENTR. P.I.C TRANSCRÂN.
ABLB003; ;POSE 1CAPTEUR EXTRAVENTR. P.I.C TRANSCRÂN.
ABLB004;S;POSE 1 CATHE VENTRIC / INTRAKYSTIQUE CEREB PR INJ TRANSCRAN
ABLB006; ;SÉANCE INJ. VENTR/INTRAKYSTIQUE CÉRÉB. CHIMIO 1DISPOSITIF IMPLANTÉ
ABLF003;S;SEANCE ADMIN VENTRIC/INTRAKYSTIQUE CEREB CHIMIO 1 DSPTIF IMPLANTE
ABLF004;S;ADMIN VENTRIC/INTRAKYSTIQUE CEREB AU LONG COURS 1 DSPTIF IMPLANTE/24H
ABMA001;S;REVISION / CHANGT ELMT DERIV INT LCS
ABMA002; ;RÉVISION/CHANGT ÉLMT 1DÉRIV. INT. LCS AB. DIRECT
ABMA003; ;RÉVISION/CHANGT ÉLMT 1DÉRIV. INT. LCS CRANIOT.
ABML001; ;VÉRIFICATION ISOTOP. 1DÉRIV. LCS
ABMP001; ;CTRL+/-RÉGLAGE IIRE TRANSCUT. VALVE DÉRIV. LCS À PRESSION RÉGLABLE
ABQL002; ;CISTERNOGRAPHIE ISOTOP.
ABQL003; ;RECH. ISOTOP. 1BRÈCHE OSTÉOMÉNINGÉE
ABQP001; ;SURV. CONTINUE P.I.C/24H
ABSA001; ;FERM. 1BRÈCHE OSTÉODURALE ÉTAGE MOY. BASE CRANIOT.
ABSA002; ;FERM. 1BRÈCHE OSTÉODURALE ÉTAGE MOY. BASE AB. LABYRINTH.
ABSA003; ;FERM. 1BRÈCHE OSTÉODURALE SINUS FRONTAL AB. CORONAL
ABSA004; ;FERM. 1BRÈCHE OSTÉODURALE ÉTAGE MOY. BASE AB. AB MASTOÏDE
ABSA005; ;FERM. 1BRÈCHE OSTÉODURALE/1MÉNINGOCÈLE ÉTAGE ANT. BASE AB. ORBITAIRE
ABSA006; ;FERM. 1BRÈCHE OSTÉODURALE ÉTAGE MOY. BASE AB. SUPRAPÉTREUX
ABSA007; ;FERM. 1BRÈCHE OSTÉODURALE/1MÉNINGOCÈLE ÉTAGE ANT. BASE CRANIOT.
ABSA008; ;FERM. 1FISTULE POSTOP LCS BASE
ABSA009; ;FERM. 1FISTULE LCS/1MÉNINGOCÈLE POSTOP VOÛTE CRANIOT.
ABSA010; ;FERM. 1BRÈCHE OSTÉODURALE/1MÉNINGOCÈLE ÉTAGE ANT. BASE AB. LAT.NASAL
ABSA011; ;FERM. BRÈCHE OSTÉODURAL/MÉNINGOCÈLE ANT. BASE AB. NASOSPHÉNOÏDAL
ABSA012; ;FERM. 1BRÈCHE OSTÉODURALE/1MÉNINGOCÈLE ÉTAGE ANT. BASE ENDOS.
ABSE001;S;FERMETURE BRECHE OSTEODURALE / MENINGOCELE L.ETAGE ANT BASE ENDOS
ACFA001; ;EXÉRÈSE T. ÉTAGE ANT. BASE CRANIOT. FRONTALE UNILAT.
ACFA002; ;EXÉRÈSE T.CONVEXITÉ SANS ATTEINTE SINUS VN DURAL CRANIOT.
ACFA003; ;EXÉRÈSE T. POINTE ROCHER AB. LABYRINTH.
ACFA004; ;EXÉRÈSE T. CLIVUS CRANIOT.
ACFA005; ;EXÉRÈSE T. ANGLE PONTOCÉRÉBELLEUX +/- MÉAT ACOUSTIQUE INT. AB. PRÉSIGM
ACFA006; ;EXÉRÈSE T. POINTE ROCHER SANS DÉROUTM NF FACIAL AB. TRANSPÉTREUX
ACFA007; ;EXÉRÈSE T. ANGLE PC/MÉAT CAI AB. LABYRINTH.
ACFA008; ;EXÉRÈSE T.CONVEXITÉ CÉRÉBEL. SANS ATTEINTE SINUS VN DURAL CRANIOT.
ACFA009; ;EXÉRÈSE T. POINTE ROCHER AB. SUPRAPÉTREUX
ACFA010; ;EXÉRÈSE T. ANGLE PC/MÉAT CAI AB. RÉTROSIGM.
ACFA011; ;EXÉRÈSE T. ÉTAGE MOY. BASE CRANIOT.
ACFA012; ;EXÉRÈSE T. ANGLE PC/MÉAT CAI AB. SUPRAPÉTREUX
ACFA013; ;EXÉRÈSE T. 1/3INT. ÉTAGE MOY. BASE ANGLE SPHÉNOORBIT. CRANIOT.
ACFA014; ;EXÉRÈSE T. ANGLE PONTOCÉRÉBELLEUX +/- MÉAT ACOUSTIQUE INT. 2AB.
ACFA015; ;EXÉRÈSE T. ÉTAGE ANT. BASE CRANIOT. FRONTALE BILAT.
ACFA016; ;EXÉRÈSE T. RÉGION PÉTROCLIVALE SANS DÉROUTM NF FACIAL AB. TRANSPÉTREUX
ACFA017;S;EXERESE T. L.INCISURE TENTE CRANIOT
ACFA018; ;EXÉRÈSE T.CONVEXITÉ CÉRÉBEL. ENVAHISSANT 1SINUS VN DURAL CRANIOT.
ACFA019; ;EXÉRÈSE T. FORAMEN MAGNUM +DÉROUTM ART. VERTÉB. CRANIOT.
ACFA020; ;EXÉRÈSE T. CLIVUS AB. TRANSBUCCAL/NASOSPHÉNOÏDAL
ACFA021;S;EXERESE T. FAUX CERVEAU CRANIOT
ACFA022; ;EXÉRÈSE T. RÉGION OPTOCHIASMATIQUE +/- HYPOTHAL. CRANIOT.
ACFA023; ;EXÉRÈSE T. FORAMEN JUG. CRANIOT.
ACFA024; ;EXÉRÈSE T. FORAMEN MAGNUM SANS DÉROUTM ART. VERTÉB. CRANIOT.
ACFA025; ;EXÉRÈSE T. RÉGION PÉTROCLIVALE +DÉROUTM NF FACIAL AB. TRANSPÉTREUX
ACFA026; ;EXÉRÈSE T. ÉTAGE ANT. BASE CRANIOT. FRONTALE BILAT. +AB. ETHMOÏDAL
ACFA027; ;EXÉRÈSE T. ANGLE PC/MÉAT CAI AB. TRANSOTIQUE
ACFA028; ;EXÉRÈSE T.CONVEXITÉ ENVAHISSANT 1SINUS VN DURAL CRANIOT.
ACFA029; ;EXÉRÈSE T. POINTE ROCHER +DÉROUTM NF FACIAL AB. TRANSPÉTREUX
ACHA001; ;BIOPSIE LÉS. BASE AB. TRANSBUCCAL/NASOSPHÉNOÏDAL
ACHA002; ;BIOPSIE LÉS. INTRACRÂN. CRANIOT.
ACHA003; ;BIOPSIE LÉS. BASE ENDOS. BUCC/NASALE
ACHB001; ;BIOPSIE LÉS. INTRACRÂN. STÉRÉOTAX.
ACHE001;S;BIOPSIE LES. BASE ENDOS TRANSORALE / NASOSPHENOIDALE
ACHH001; ;PCT LÉS. INTRACRÂN. TRANSCUT. GUID SCAN
ACHJ001; ;PCT LÉS. INTRACRÂN. TRANSCUT. +GUID REMNO
ACPA001; ;LIBÉR. 1CONFLIT VASC.NF INTRACRÂN. CRANIOT.
ACQC001; ;EXPLO. INTRACRÂN. VIDÉOCHIRURGIE
ACQH001; ;SCAN. CRÂNE +INJ. INTRATHÉC. PROD. CONTRASTE
ACQH002; ;SCAN. CRÂNE SON CONTENU +THOR. +INJECT IV
ACQH003; ;SCAN. CRÂNE +INJECT IV
ACQH004; ;SCAN. CRÂNE SON CONTENU +TR. +INJECT IV
ACQJ001; ;IRM CRÂNE +VIABILITÉ CÉRÉB. DIFFUSION+PERF. +ANGIOIRM CERV.CÉPH
ACQJ002; ;IRM CRÂNE +INJECT IV
ACQK001; ;SCAN. CRÂNE
ACQK002;S;SCAN. CRÂNE +/- FACE PR PLANIF. DOSIMÉTRIQUE
ACQK003; ;SCAN. CRÂNE +/- FACE PR REPÉR. STÉRÉOTAX.
ACQL001; ;SCINTI CÉRÉB. À AIDE MARQUEUR NEUROTRANSMISSION +/- MÉTAB.
ACQL002; ;SCINTI CÉRÉB. TEP
ACQL003; ;SCINTI CÉRÉB. PR DIAG. +BILAN T. CÉRÉB.
ACQL004; ;TOMOSCINTI PERF. CÉRÉB. PÉRIODE CRITIQUE
ACQL005; ;TOMOSCINTI PERF. CÉRÉB. +TEST ACTIVATION +QUANTIF. CPLX
ACQL006;S;TOMOSCINTI CEREB A L.AIDE 1 EMETTEUR POSITONS SANS TEPOGRAPHE DEDIE
ACQL007; ;TOMOSCINTI PERF. CÉRÉB. SANS TEST ACTIVATION
ACQL008; ;TOMOSCINTI PERF. CÉRÉB. APRÈS ÉPREUVE PHARMACODYNAMIQUE
ACQN001; ;IRM CRÂNE SANS INJ. IV PROD. CONTRASTE
ACQN002; ;IRM CRÂNE +/- FACE PR PLANIF. DOSIMÉTRIQUE
ACQN003; ;IRM CRÂNE PR PROCÉDURE STÉRÉOTAX.
ACQN004; ;IRM CRÂNE +ÉTUDE VIABILITÉ PARENCHYME CÉRÉB. IMAGERIE DIFFUSION +PERF.
ACQP001;S;REPERAGE STRUCTURE NF + GUID PEROPERATOIRES ASSIST.P.ORDIN
ACQP002; ;REPÉR. STRUCTURE NF +/- OS. +GUID PEROP. INFORMATISÉ
ADCA001; ;DÉROUTM +SUTURE NF FACIAL AB. TRANSMASTOÏDIEN
ADCA002; ;SUTURE NF FACIAL EXTRAPÉTREUX
ADCA003; ;DÉROUTM +SUTURE NF FACIAL AB. SUPRAPÉTREUX
ADCA004; ;DÉROUTM NF ALV. INF. AB. BUCC.
ADCA005; ;ANAST. EXTRACRÂN. ENTRE 2NF CRÂNIENS
ADCA006; ;SUTURE 1NF CRÂNIEN CRANIOT.
ADCA007; ;DÉROUTM +SUTURE NF FACIAL AB. LABYRINTH.
ADEA001; ;GREF. NF FACIAL AB. TRANSMASTOÏDIEN
ADEA002; ;GREF. NF FACIAL EXTRAPÉTREUX
ADEA003; ;GREF. NF FACIAL +DÉROUTM AB. LABYRINTH.
ADEA004; ;GREF. NF FACIAL AB. SUPRAPÉTREUX +/- AB. RÉTROSIGMOÏDIEN
ADEA005; ;GREF. NF CRÂNIEN CRANIOT.
ADFA002; ;EXÉRÈSE LÉS. EXTRACRÂN. 1NF CRÂNIEN +RÉPAR. IMMÉDIATE GREF.
ADFA003; ;EXÉRÈSE LÉS. NF FACIAL EXTRAPÉTREUX SANS RÉPAR. IMMÉDIATE
ADFA004; ;EXÉRÈSE LÉS. NF FACIAL INTRAPÉTREUX +RÉPAR. IMMÉDIATE
ADFA005; ;EXÉRÈSE LÉS. EXTRACRÂN. 1NF CRÂNIEN SANS RÉPAR. IMMÉDIATE
ADFA006; ;EXÉRÈSE LÉS. NF FACIAL EXTRAPÉTREUX +RÉPAR. IMMÉDIATE
ADGA001; ;ABLATION 1 GENERATEUR STIMUL NF VAGUE AB. DIRECT
ADKA001; ;CHANGT 1 GENERATEUR STIMUL NF VAGUE AB. DIRECT
ADLA001; ;IMPLANT 1 STIMUL NF VAGUE AB. DIRECT
ADLB001; ;INFILTR. THÉRAP. BRANCHE TERM. NF TRIJUMEAU
ADLH001; ;INFILTR. ANEST. GGL TRIGÉMINAL +ÉVAL. DIAG/PRONOST. GUID RADIO
ADLH002; ;INFILTR. ANEST. BRANCHE TRIJUMEAU +ÉVAL. GUID RADIO
ADLH003; ;INFILTR. ANEST. NF GLOSSOPHARYNGIEN +ÉVAL. DIAG/PRONOST. GUID RADIO
ADNB001; ;DESTRUC. BRANCHE TERM. NF TRIJUMEAU TRANSCUT/TRANSMUQ. SANS GUID
ADNH001; ;DESTRUC. SÉLECT. NF GLOSSOPHARYNGIEN TRANSCUT. GUID RADIO
ADNH002; ;DESTRUC. SÉLECT. BRANCHE TERM. NF TRIJUMEAU TRANSCUT. GUID RADIO
ADPA001; ;DÉCOMPR. NF OPTIQUE CRANIOT.
ADPA002; ;VAGOTOMIE TRONCULAIRE POST. +SÉROMYOTOMIE OESOGASTR. ANT. LAPARO
ADPA003; ;SECTION 1BRANCHE EXTRACRÂN. NF TRIJUMEAU AB. DIRECT
ADPA004; ;DÉCOMPR. NF ALV. INF. AB. BUCC.
ADPA005; ;NEUROTOMIE VESTIB. AB. LABYRINTH.
ADPA007; ;NEUROTOMIE VESTIB. AB. SUPRAPÉTREUX
ADPA008; ;DÉCOMPR. NF FACIAL AB. TRANSMASTOÏDIEN
ADPA009; ;SECTION DES NF PÉTREUX AB. SUPRAPÉTREUX
ADPA010; ;NEUROTOMIE VESTIB. AB. RÉTROLABYRINTHIQUE
ADPA011; ;DÉCOMPR. NF FACIAL AB. SUPRAPÉTREUX
ADPA012; ;SECTION NF AMPULLAIRE POST.
ADPA013; ;SECTION NF CRÂNIEN AB. RÉTROSIGM.
ADPA014; ;VAGOTOMIE TRONCULAIRE THOR.TOMIE
ADPA015; ;SECTION NF CANAL PTÉRYGOÏDIEN
ADPA016; ;DÉCOMPR. NF INFRAORBITAIRE AB. DIRECT
ADPA017; ;SECTION NF TYMPAN. DS CAISSE TYMPAN
ADPA018; ;VAGOTOMIE TRONCULAIRE +GASTR.JÉJ.STOM LAPARO
ADPA019; ;VAGOTOMIE SUP.SÉLECT LAPARO
ADPA020; ;DÉCOMPR. NF OPTIQUE AB. ORBITAIRE
ADPA021; ;DÉCOMPR. NF FACIAL AB. TRANSMASTOÏDIEN +AB. SUPRAPÉTREUX
ADPA022; ;VAGOTOMIE TRONCULAIRE LAPARO
ADPA023; ;DÉCOMPR. NF OPTIQUE AB TRANSÉTHMOÏDAL
ADPA024; ;VAGOTOMIE TRONCULAIRE +ANTRECTOMIE GASTR. LAPARO
ADPC001; ;VAGOTOMIE TRONCULAIRE COELIO.
ADPC002; ;VAGOTOMIE SUP.SÉLECT COELIO.
ADPC003; ;VAGOTOMIE TRONCULAIRE POST. +SÉROMYOTOMIE OESOGASTR. ANT. COELIO.
ADPC004; ;VAGOTOMIE TRONCULAIRE THOR.SCOPIE
ADPC900; ;SECTION NF CRÂNIEN VIDÉOCHIR INTRACRÂN.
ADQB001; ;EMG MUSC. PTÉRYGOÏDIEN LAT. AIGUILLE
ADQB002; ;EMG DÉTECTION MUSC RELEVEUR PAUP SUP+/-MUSC OCULOMOTEURS AIGUILLE
ADQB003;S;EX NF FACIAL STIMUL ELECTRIQUE + DETECTION CLINIQUE
ADQB007;S;MESURE REFLEXE TRIGEMINOPALPEBRAL +/- REFLEXE MASSETERIN
ADQP002; ;ÉLECTROOCULOGRAPHIE SENSORIELLE
ADQP003; ;ÉLECTROOCULOGRAPHIE MOTRICE
ADQP004;S;ELECTRONEUROGRAPHIE FACIALE
ADQP006;S;ELECTROGUSTOMETRIE
ADQP007; ;ERG FLASH LUMINEUX +RÉPONSES +ÉTUDE DES PEV
ADQP014; ;MESURE RÉFLEXE TRIGÉMINOPALPÉBRAL +/- RÉFLEXE MASSÉTÉRIN
AEFA001; ;EXÉRÈSE LÉS. MOELLE ÉPIN. SUR 1ÉTAGE VERTÉB. AB. POST.
AEFA002; ;EXÉRÈSE LÉS. MOELLE ÉPIN. SUR PLUS. ÉTAGES VERTÉB. AB. POST.
AEFA003; ;EXÉRÈSE LÉS. CÔNE MÉDUL. AB. POST.
AEGA001; ;ABL. ÉLECTRODE MOELLE ÉPIN. AB. DIRECT
AEGB001; ;ABL. ÉLECTRODE MOELLE ÉPIN. TRANSCUT.
AEJA001; ;TRAITT PLAIE VERTÉBROSPINALE AB. ANT/ANT.LAT
AEJA002; ;TRAITT PLAIE VERTÉBROSPINALE +O.S VERTÉB. AB. ANT/ANT.LAT
AEJA003; ;ÉVAC. HÉMATOME INTRASPINAL
AEJA004; ;TRAITT PLAIE VERTÉBROSPINALE AB. POST.
AEJA005; ;TRAITT PLAIE VERTÉBROSPINALE +O.S VERTÉB. AB. POST.
AEKA001; ;CHANGT 1GÉNÉRATEUR SSCUT STIMUL. MOELLE ÉPIN.
AELA001; ;IMPLANT. ÉLECTRODE MOELLE ÉPIN. THÉRAP. AB. DIRECT
AELA002; ;IMPLANT. SSCUT 1GÉNÉRATEUR STIMUL. MOELLE ÉPIN.
AELB001; ;IMPLANT. ÉLECTRODE THÉRAP. MOELLE TRANSCUT. +IMPLANT. STIMUL. SSCUT
AELB002; ;IMPLANT. ÉLECTRODE MOELLE ÉPIN. THÉRAP. TRANSCUT.
AEMP491; ;RÉGLAGE SECOND/REPROGRAM 1 GÉNÉRATEUR SOUSCUTANÉ STIMUL MOELLE ÉPIN
AENA001; ;DESTRUC. SÉLECT. CORNE POST MOELLE ÉPIN/JONCTION RADICELLOSP AB. POST.
AEPA001; ;LIBÉR. MOELLE ATTACHÉE AB. POST.
AEPA002; ;MYÉLOTOMIE COMMISSUROTOMIE/CORDOTOMIE SPINALE AB. POST.
AEPA004; ;LIBÉR. 1DIASTÉMATOMYÉLIE AB. POST.
AEPB001; ;CORDOTOMIE SPINALE TRANSCUT.
AEQH001; ;MYÉLOGRAPHIE DORSALE +/- LOMB.
AEQH002; ;MYÉLOGRAPHIE CERV.
AEQM001; ;ÉCHO MOELLE ÉPIN.
AFCA001; ;DÉRIV. 1CAV. INTRASPINALE/PÉRISPINALE DS ESP. SUBARACHN AB. DIRECT
AFCA002; ;DÉRIV. LOMBOPÉRIT. LCS SUBARACHNOÏDIEN RACH. AB. DIRECT
AFCA003; ;DÉRIV. 1CAV. INTRASPINALE/PÉRISPINALE HORS ESP SUBARACHN AB DIRECT
AFCA004; ;DÉRIV. EXT. LCS SUBARACHNOÏDIEN RACH.
AFFA001; ;EXÉRÈSE T. INTRADURAL EXTRASPINALE SANS RECONSTR. AB. ANT/ANT.LAT
AFFA002; ;EXÉRÈSE T. VERTÉB. SABLIER +RECONSTR. VERTÉB. AB. POST/POST.LAT
AFFA003; ;EXÉRÈSE T. VERTÉB. SABLIER SANS RECONSTR. VERTÉB. AB. POST/POST.LAT
AFFA004; ;EXÉRÈSE KYSTE MÉNINGÉ INTRACANALAIRE VERTÉB. AB. POST.
AFFA005; ;EXÉRÈSE T. ÉPIDURALE RACH. +O.S VERTÉB. AB. POST.
AFFA006; ;EXÉRÈSE 1FISTULE DERMIQUE +PROLONGT INTRADURAL RACH.
AFFA007; ;EXÉRÈSE T. INTRADURALE EXTRASPINALE AB. POST/POST.LAT
AFFA008; ;EXÉRÈSE T. VERTÉB. SABLIER SANS RECONSTR. VERTÉB. AB. ANT/ANT.LAT
AFFA009; ;EXÉRÈSE T. INTRADURALE EXTRASPINALE +RECONSTR. VERTÉB. AB. ANT/ANT.LAT
AFFA010; ;EXÉRÈSE T. ÉPIDURALE RACH. AB. POST.
AFFA011; ;EXÉRÈSE T. VERTÉB. SABLIER +RECONSTR. VERTÉB. AB. ANT/ANT.LAT
AFGA001; ;ABL. 1SYST. DIFFUSEUR/1POMPE IMPLANTÉ SSCUT +CATHÉ. SPINAL
AFGA002; ;ABL. 1DÉRIV. INT. INTRASPINALE LCS RACH. AB. DIRECT
AFGA003;S;ABLATION POMPE + CATHE PERIDURAL / INTRATHEC SPINAL
AFHB001; ;PCT SS.OCCIPITALE
AFHB002; ;PL
